gene_id	gene_name	X442_old_CA1_low	X466_old_SUB_low	T14_new_CA1_high	T14_new_CA1_low	T14_new_CA1_med	T15_new_CA1_low
ENSMUSG00000000374	Trappc10	88	0	2	34	38	8
ENSMUSG00000000378	Ccm2	0	98	1	0	0	2
ENSMUSG00000000381	Wap	0	0	0	0	0	0
ENSMUSG00000000384	Tbrg4	0	0	2	1	0	12
ENSMUSG00000000385	Tmprss2	0	0	0	0	0	0
ENSMUSG00000000392	Fap	0	0	0	0	0	0
ENSMUSG00000000394	Gcg	0	0	0	0	0	0
ENSMUSG00000000399	Ndufa9	0	1219.999	55.001	17	15	137
ENSMUSG00000000402	Egfl6	0	0	0	0	0	0
ENSMUSG00000000409	Lck	0	42	0	5	4	0
ENSMUSG00000000411	Tssk3	0	0	0	0	0	0
ENSMUSG00000000416	Cttnbp2	736	1858.492	55	177	195.999	84
ENSMUSG00000000420	Galnt1	0	0	15	0	0	32
ENSMUSG00000000435	Myf5	0	0	0	0	0	0
ENSMUSG00000000439	Mkrn2	3	9.097	0	33	30.149	5.321
ENSMUSG00000000440	Pparg	0	0	0	0	0	0
ENSMUSG00000000441	Raf1	79	10.903	72	1	2.851	166.678
ENSMUSG00000000486	Sept1	0	0	0	16	14	0
ENSMUSG00000000489	Pdgfb	35	0	0	0	0	0
ENSMUSG00000000530	Acvrl1	0	0	0	0	0	0
ENSMUSG00000000531	Grasp	29	0	10	0	0	17
ENSMUSG00000000532	Acvr1b	0	43	0	0	1	0
ENSMUSG00000000538	Tom1l2	94	0	21	34	36	66
ENSMUSG00000000544	Gpa33	0	0	0	0	0	0
ENSMUSG00000000552	Zfp385a	0	32	4	0	0	13
ENSMUSG00000000555	Itga5	0	0	0	0	0	0
ENSMUSG00000000560	Gabra2	178	150	74	116	126	157
ENSMUSG00000000561	Wdr77	10.226	58	2	32	40	4
ENSMUSG00000000562	Adora3	0	0	0	0	0	0
ENSMUSG00000000563	Atp5f1	306.774	1730	136	35	35	358.999
ENSMUSG00000000567	Sox9	687	1	43	0	0	123
ENSMUSG00000000568	Hnrnpd	6	378.447	28	9	10	82
ENSMUSG00000000579	Dynlt1c	0	0	0	0	0	1.152
ENSMUSG00000000581	C1d	0	516	25	73	84	69
ENSMUSG00000000594	Gm2a	0	0	50	0	0	103
ENSMUSG00000000600	Krit1	319	78	19	102	103.999	58
ENSMUSG00000000605	Clcn4	19	619	8	58	51	27
ENSMUSG00000000606	Vmn2r88	0	0	0	0	0	0
ENSMUSG00000000617	Grm6	0	0	0	0	0	0
ENSMUSG00000000627	Sema4f	0	0	32	25	34	74
ENSMUSG00000000628	Hk2	0	0	0	0	0	0
ENSMUSG00000000631	Myo18a	126	149	6	4	6	12
ENSMUSG00000000632	Sez6	19.45	430	5	140	175.999	11
ENSMUSG00000000673	Haao	0	0	0	0	0	0
ENSMUSG00000000682	Cd52	0	0	0	0	0	0
ENSMUSG00000000686	Abhd15	0	0	0	0	0	0
ENSMUSG00000000690	Hoxb6	0	0	0	0	0	0
ENSMUSG00000000693	Loxl3	0	0	0	0	0	2.213
ENSMUSG00000000701	Tcl1b5	0	0	0	0	0	0
ENSMUSG00000000706	Btn1a1	0	0	0	0	0	0
ENSMUSG00000000708	Kat2b	0	0	0	0	0	0
ENSMUSG00000000711	Rab5b	33	0	14	0	0	31
ENSMUSG00000000724	Cryba1	1	0	0	0	0	0
ENSMUSG00000000730	Dnmt3l	0	0	0	0	0	0
ENSMUSG00000000731	Aire	0	0	0	0	0	0
ENSMUSG00000000732	Icosl	0	0	0	8	15	0
ENSMUSG00000000738	Spg7	0	0	23	0	0	50
ENSMUSG00000000739	Sult5a1	0	4	0	0	0	0
ENSMUSG00000000740	Rpl13	377	275	213	103	99	499
ENSMUSG00000000743	Chmp1a	0	317	25	18	13	68
ENSMUSG00000000751	Rpa1	0	214	6	0	0	19
ENSMUSG00000000753	Serpinf1	0	0	0	0	0	0
ENSMUSG00000000759	Tubgcp3	0	59	0	77	79	0
ENSMUSG00000000766	Oprm1	0	0	0	0	0	0
ENSMUSG00000000776	Polr3d	0	10	0	0	0	1
ENSMUSG00000000782	Tcf7	1	0	0	0	0	0
ENSMUSG00000000787	Ddx3x	0	439	64	120	120	168
ENSMUSG00000000791	Il12rb1	0	0	0	0	0	0
ENSMUSG00000000792	Slc5a5	0	367	0	0	0	0
ENSMUSG00000000794	Kcnn3	0	122	1	0	1	1
ENSMUSG00000000804	Usp32	0	23	25	5	2	39
ENSMUSG00000000805	Car4	0	0	0	40	52	0
ENSMUSG00000000811	Txnrd3	0	0	0	0	0	0
ENSMUSG00000000817	Fasl	0	0	0	0	0	0
ENSMUSG00000000823	Zfp512b	0	43	2	0	1	3.082
ENSMUSG00000000826	Dnajc5	63	29	22	31	35	57
ENSMUSG00000000827	Tpd52l2	0	13	28	17	15	76
ENSMUSG00000000838	Fmr1	0	264	89	58.611	70.977	189.995
ENSMUSG00000000861	Bcl11a	90	396	27	52	53	78
ENSMUSG00000000869	Il4	1	0	1	1	1	0
ENSMUSG00000000876	Pxmp4	0	0	0	0	0	0
ENSMUSG00000000881	Dlg3	0	85	58	40	20	132.001
ENSMUSG00000000884	Gnb1l	2	3	0	0	0	0
ENSMUSG00000000889	Dbh	0	0	0	0	0	0
ENSMUSG00000000901	Mmp11	0	0	3.136	0	0	0
ENSMUSG00000000902	Smarcb1	2	0	30	0	0	71.999
ENSMUSG00000000903	Vpreb3	0	0	0	0	0	0
ENSMUSG00000000915	Hip1r	1	0	0	6.635	5.398	1.1
ENSMUSG00000000916	Nsun5	0	33.743	14.946	1.668	7.909	16.891
ENSMUSG00000000934	Top1mt	0	0	8	0	0	26
ENSMUSG00000000938	Hoxa10	0	0	0	0	0	0
ENSMUSG00000000942	Hoxa4	0	0	0	0	0	0
ENSMUSG00000000948	Gm38393	3	6.147	0	22	28	0
ENSMUSG00000000957	Mmp14	0	0	2	0	0	0
ENSMUSG00000000958	Slc7a7	0	0	0	0	0	0
ENSMUSG00000000959	Oxa1l	0	0	0	0	0	0
ENSMUSG00000000976	Heatr6	0	0	0	0	0	0
ENSMUSG00000000982	Ccl3	0	0	0	0	0	0
ENSMUSG00000000983	Wfdc18	0	0	0	0	0	0
ENSMUSG00000001014	Icam4	0	0	0	0	0	0
ENSMUSG00000001016	Ilf2	0	330	9	64	58.762	22
ENSMUSG00000001017	Chtop	0	408	39	89	73	66
ENSMUSG00000001018	Snapin	0	0	29	0	12.238	70
ENSMUSG00000001020	S100a4	0	0	0	0	0	0
ENSMUSG00000001021	S100a3	0	0	0	0	0	0
ENSMUSG00000001023	S100a5	0	0	0	0	0	0
ENSMUSG00000001025	S100a6	0	0	26	0	0	51
ENSMUSG00000001027	Scn4a	0	0	0	0	0	0
ENSMUSG00000001029	Icam2	0	0	0	0	0	0
ENSMUSG00000001034	Mapk7	0	0	1	0	0	12
ENSMUSG00000001036	Epn2	289	31	18	80	84	41
ENSMUSG00000001039	B9d1	46	118	9	11	4	15
ENSMUSG00000001052	Sec24b	0	0	11	8	18	33.001
ENSMUSG00000001053	N4bp3	0	0	3	0	0	15
ENSMUSG00000001054	Rmnd5b	0	221	34	54	52	79
ENSMUSG00000001056	Nhp2	0	81.101	11	31	35	15
ENSMUSG00000001062	Vps9d1	6.14	73	25	0	0	74.999
ENSMUSG00000001065	Zfp276	1	0	6.217	0	0	23.964
ENSMUSG00000001076	C1ql4	0	0	0	0	0	0
ENSMUSG00000001082	Mfsd10	35	85	2	34.999	39	12
ENSMUSG00000001089	Luzp1	0	766.001	1	0	0	5
ENSMUSG00000001095	Slc13a2	0	0	0	0	0	0
ENSMUSG00000001098	Kctd10	0	333.921	15.824	9	4.165	41
ENSMUSG00000001100	Poldip2	1	14	32	11	13	104
ENSMUSG00000001103	Sebox	0	0	0	0	0	0
ENSMUSG00000001105	Ift20	1	230.999	40.999	38	40	93
ENSMUSG00000001119	Col6a1	0	0	0	0	0	0
ENSMUSG00000001120	Pcbp3	0	104	2	31	32.001	4
ENSMUSG00000001123	Lgals9	0	0	0	0	0	0
ENSMUSG00000001127	Araf	328	508.001	51.001	23	20.001	110
ENSMUSG00000001128	Cfp	0	1	0	0	0	0
ENSMUSG00000001131	Timp1	0	0	0	0	0	0
ENSMUSG00000001134	Uxt	0	0	7	0	0	17
ENSMUSG00000001138	Cnnm3	0	1	1	0	0	0
ENSMUSG00000001143	Lman2l	0	9	30	68	77	77
ENSMUSG00000001150	Mcm3ap	0	388	14	30	31	42
ENSMUSG00000001151	Pcnt	0	0	2	0	0	0
ENSMUSG00000001155	Ftcd	0	0	0	0	0	0
ENSMUSG00000001156	Mxd1	0	0	0	0	0	0
ENSMUSG00000001157	Gmcl1	4	6	15	4	2	32.967
ENSMUSG00000001158	Snrnp27	157	249	23	26	63	48
ENSMUSG00000001166	Oas1c	0	0	0	0	0	0
ENSMUSG00000001168	Oas1h	0	0	0	0	0	0
ENSMUSG00000001173	Ocrl	735	131	12	0	1	28
ENSMUSG00000001175	Calm1	1975	12605	1064	420.999	446	2573
ENSMUSG00000001211	Agpat3	0	18	66	37	37	168
ENSMUSG00000001225	Slc26a3	0	0	0	0	0	0
ENSMUSG00000001227	Sema6b	0	80	10	0	0	23
ENSMUSG00000001228	Uhrf1	0	0	0	0	0	0
ENSMUSG00000001229	Dpp9	0	0	0	0	0	0
ENSMUSG00000001240	Ramp2	0	3.238	5	18	15	11
ENSMUSG00000001247	Lsr	0	0	0	0	0	0
ENSMUSG00000001248	Gramd1a	56	0	0	39	48	0
ENSMUSG00000001249	Hpn	0	0	0	0	0	0
ENSMUSG00000001260	Gabrg1	1	0	0	0	0	0
ENSMUSG00000001270	Ckb	1511	2884	449.999	187	188	1041
ENSMUSG00000001280	Sp1	0	0	0	0	0	0
ENSMUSG00000001281	Itgb7	0	0	0	0	0	0
ENSMUSG00000001285	Myg1	0	456.759	10	4	6	13.028
ENSMUSG00000001288	Rarg	0	0	0	13	16	0
ENSMUSG00000001289	Pfdn5	47	236.241	90	30	28	216.972
ENSMUSG00000001300	Efnb2	18	150	12	0	0	28
ENSMUSG00000001305	Rrp15	0	0	0	0	0	0
ENSMUSG00000001313	Rnd2	0	0	56	0	0	132
ENSMUSG00000001323	Srr	0	151	13.781	2.591	3	24.587
ENSMUSG00000001333	Sync	0	0	1.965	0	0	3.14
ENSMUSG00000001334	Fndc5	28	2	24	134	122	79
ENSMUSG00000001348	Acp5	0	0	0	0	0	0
ENSMUSG00000001349	Cnn1	0	0	0	0	0	0
ENSMUSG00000001366	Fbxo9	0	831	19	0	0	63
ENSMUSG00000001376	Vps50	59	254	20	29	37	42
ENSMUSG00000001380	Hars	0	764.95	10	86	86.805	7
ENSMUSG00000001383	Zmat2	232	76	35	92	118	85
ENSMUSG00000001403	Ube2c	0	0	0	0	0	0
ENSMUSG00000001415	Smg5	24	82	16	12	28	27
ENSMUSG00000001416	Cct3	213.999	421	13	2	2	15
ENSMUSG00000001418	Glmp	0	110.001	11	0	0	17
ENSMUSG00000001419	Mef2d	1	221.21	20.638	10	10	52.567
ENSMUSG00000001420	Tmem79	0	0	0	0	0	0
ENSMUSG00000001424	Snd1	0	143	1	53	62	3
ENSMUSG00000001435	Col18a1	0	0	0	0	0	0
ENSMUSG00000001436	Slc19a1	0	0	0	0	0	0
ENSMUSG00000001440	Kpnb1	0	426	70	76	97	180
ENSMUSG00000001441	Npepps	18	304	44	16	14	91
ENSMUSG00000001444	Tbx21	0	0	0	0	0	0
ENSMUSG00000001445	Mrpl10	0	221	32.525	0	0	88.988
ENSMUSG00000001467	Cyp51	0	125	0	0	0	0
ENSMUSG00000001472	Tcf25	0	535	39.001	199	238	131
ENSMUSG00000001473	Tubb6	0	0	0	0	0	0
ENSMUSG00000001482	Def8	0	0	1	0	0	1
ENSMUSG00000001493	Meox1	0	0	0	0	0	0
ENSMUSG00000001494	Sost	0	0	0	0	0	0
ENSMUSG00000001496	Nkx2-1	0	0	0	0	0	0
ENSMUSG00000001497	Pax9	0	0	0	0	0	0
ENSMUSG00000001504	Irx2	0	0	1	0	0	5
ENSMUSG00000001506	Col1a1	0	0	0	0	0	0
ENSMUSG00000001507	Itga3	0	0	3	0	0	2
ENSMUSG00000001508	Sgca	0	0	0	0	0	0
ENSMUSG00000001510	Dlx3	0	0	0	0	0	0
ENSMUSG00000001517	Foxm1	0	0	0	0	0	0
ENSMUSG00000001518	Itfg2	0	0	0	42	47	0
ENSMUSG00000001520	Nrip2	0	0	2	0	0	1
ENSMUSG00000001521	Tulp3	5	0	5	0	0	13
ENSMUSG00000001524	Gtf2h4	0	127	1	0	0	0
ENSMUSG00000001525	Tubb5	53.149	647.149	63	80	80	165
ENSMUSG00000001542	Ell2	168	0	0	33	33	2
ENSMUSG00000001552	Jup	1	0	6	0	0	14
ENSMUSG00000001555	Fkbp10	0	0	0	0	0	0
ENSMUSG00000001558	Klhl10	0	0	0	0	0	0
ENSMUSG00000001566	Mnx1	0	0	0	0	0	0
ENSMUSG00000001569	Nom1	18	0	35	7	13	87
ENSMUSG00000001576	Ergic1	0	1	19	0	0	58
ENSMUSG00000001583	Tnk1	0	0	0	0	0	0
ENSMUSG00000001588	Acap1	0	0	0	0	0	0
ENSMUSG00000001604	Tcea3	0	0	0	0	0	0
ENSMUSG00000001622	Csn3	0	0	0	0	0	0
ENSMUSG00000001627	Ifrd1	11	6	7	0	0	20
ENSMUSG00000001630	Stk38l	2	1	0	39	33	0
ENSMUSG00000001632	Brpf1	46	4	11	0	0	26
ENSMUSG00000001642	Akr1b3	0	330	11	0	0	14
ENSMUSG00000001655	Hoxc13	0	0	0	0	0	0
ENSMUSG00000001656	Hoxc11	0	0	0	0	0	0
ENSMUSG00000001657	Hoxc8	1	0	0	0	0	0
ENSMUSG00000001661	Hoxc6	0	0	0	0	0	0
ENSMUSG00000001663	Gstt1	0	0	7	7	5	13
ENSMUSG00000001665	Gstt3	0	0	3	0	0	13
ENSMUSG00000001666	Ddt	0	65	7	0	0	20
ENSMUSG00000001670	Tat	0	0	0	0	0	0
ENSMUSG00000001672	Marveld3	0	0	0	0	0	0
ENSMUSG00000001674	Ddx18	0	0	19	65	75	53
ENSMUSG00000001687	Ubl3	0	494	64	32	29	164
ENSMUSG00000001700	Gramd3	0	0	0	0	0	0
ENSMUSG00000001707	Eef1e1	0	337	14	6	11	66
ENSMUSG00000001729	Akt1	0	166	0	7	12	1
ENSMUSG00000001739	Cldn15	0	0	0	0	0	0
ENSMUSG00000001741	Il16	0	0	3	0	0	9
ENSMUSG00000001750	Tcirg1	0	0	0	0	0	0
ENSMUSG00000001751	Naglu	0	0	0	0	0	0
ENSMUSG00000001755	Coasy	0	283	10	0	0	47
ENSMUSG00000001761	Smo	0	0	0	0	0	2
ENSMUSG00000001763	Tspan33	29	145	1	0	0	1
ENSMUSG00000001767	Crnkl1	0	0	1	13	14	8
ENSMUSG00000001768	Rin2	0	0	0	0	0	0
ENSMUSG00000001773	Folh1	0	0	0	56	45	0
ENSMUSG00000001774	Chordc1	735	525	13	39	37	21
ENSMUSG00000001783	Rtcb	0	344	15	10	4	49
ENSMUSG00000001785	Pwp1	0	83	0	1	2	0
ENSMUSG00000001786	Fbxo7	0	8	15	37	36	20
ENSMUSG00000001794	Capns1	0	6	33	1	2	72
ENSMUSG00000001802	Lrp3	1.678	16	16.744	0	0	25.51
ENSMUSG00000001804	Dsg4	0	0	0	0	0	0
ENSMUSG00000001815	Evx2	0	0	0	0	0	0
ENSMUSG00000001819	Hoxd13	0	0	0	0	0	0
ENSMUSG00000001823	Hoxd12	0	0	0	0	0	0
ENSMUSG00000001827	Folr1	0	0	22	0	0	62
ENSMUSG00000001829	Clpb	0	199	15	0	2	35
ENSMUSG00000001833	Sept7	528	1512	191.999	119	114	433
ENSMUSG00000001844	Zdhhc4	0	0	8	20	24	16
ENSMUSG00000001847	Rac1	86	1618.875	161.633	16	21	372.644
ENSMUSG00000001855	Nup214	107.999	86	0	0	0	0
ENSMUSG00000001864	Aif1l	0	0	2	0	0	4
ENSMUSG00000001865	Cpa3	0	0	0	0	0	0
ENSMUSG00000001870	Ltbp1	2	0	0	0	0	0
ENSMUSG00000001891	Ugp2	1	63	47	0	0	89
ENSMUSG00000001901	Kcnh6	0	82	0	0	0	0
ENSMUSG00000001909	Trmt1	13	433.001	0	47	45	0
ENSMUSG00000001910	Nacc1	0	6	5	0	0	9
ENSMUSG00000001911	Nfix	0	100	18	38	33.001	49.109
ENSMUSG00000001918	Slc1a5	0	0	1	0	0	0
ENSMUSG00000001924	Uba1	0	317	15	5	4	41
ENSMUSG00000001930	Vwf	0	0	0	0	0	0
ENSMUSG00000001942	Siae	0	0	1.056	0	0	0
ENSMUSG00000001943	Vsig2	0	0	0	0	0	0
ENSMUSG00000001946	Esam	0	0	1	0	0	0
ENSMUSG00000001948	Spa17	0	63	9	0	0	18
ENSMUSG00000001962	Fam50a	0	152	2	0	0	3
ENSMUSG00000001964	Emd	0	1.032	0	0	3	0
ENSMUSG00000001983	Taco1	0	0	0	0	0	0
ENSMUSG00000001985	Grik3	0	0	1	0	0	9
ENSMUSG00000001986	Gria3	958	559	98	64	102	171
ENSMUSG00000001988	Npas1	0	0	0	0	0	0
ENSMUSG00000001995	Sipa1l2	0	0	14	0	0	35
ENSMUSG00000001998	Ap4e1	0	75.997	0	0	0	0
ENSMUSG00000001999	Blvra	0	153	14	12	27	21
ENSMUSG00000002006	Pdzd4	0	9	2	0	0	7
ENSMUSG00000002007	Srpk3	0	0	0	0	0	0
ENSMUSG00000002010	Idh3g	153	297.999	78	156.001	171.999	181
ENSMUSG00000002012	Pnck	0	0	17	145	138.001	26
ENSMUSG00000002014	Ssr4	52	299	13	109	141	33
ENSMUSG00000002015	Bcap31	0	323	39	37	39	77
ENSMUSG00000002017	Fam98a	0	0	0	0	0	0
ENSMUSG00000002020	Ltbp2	0	0	0	0	0	0
ENSMUSG00000002028	Kmt2a	176	434.001	22	48	55	42
ENSMUSG00000002031	Ift46	0	0	19	14	21	45
ENSMUSG00000002032	Tmem25	179	5	2	0	0	6
ENSMUSG00000002033	Cd3g	0	0	0	0	0	0
ENSMUSG00000002043	Trappc6a	129	89	0	12	8	0
ENSMUSG00000002052	Supt6	51	428	7	0	0	26
ENSMUSG00000002055	Spag5	0	2	0	0	0	0
ENSMUSG00000002057	Foxn1	0	0	0	0	0	0
ENSMUSG00000002058	Unc119	0	0	3	12	8	15
ENSMUSG00000002059	Rab34	0	0	5	24.001	27	7
ENSMUSG00000002064	Sdf2	0	180	17	0	0	31
ENSMUSG00000002068	Ccne1	0	0	0	0	0	0
ENSMUSG00000002076	Hsf2bp	0	0	0	0	0	0
ENSMUSG00000002083	Bbc3	0	0	0	13	17	0
ENSMUSG00000002100	Mybpc3	0	0	0	0	0	0
ENSMUSG00000002102	Psmc3	0	724	11	68	78	42
ENSMUSG00000002103	Acp2	325.492	0	0	83.775	93	0
ENSMUSG00000002104	Rapsn	0	0	3	0	0	2
ENSMUSG00000002105	Slc39a13	0	0	0	0	0	0
ENSMUSG00000002107	Celf2	2021	3827	144.001	304	365.001	356
ENSMUSG00000002108	Nr1h3	0	0	0	5	2	0
ENSMUSG00000002109	Ddb2	58.507	69	0	2.225	0	0
ENSMUSG00000002111	Spi1	0	0	2	0	0	2
ENSMUSG00000002129	Sf3a1	0	12	23	33	42	44
ENSMUSG00000002147	Stat6	0	0	0	15	10	0
ENSMUSG00000002190	Clgn	0	0	18	53	58	30
ENSMUSG00000002204	Napsa	0	0	0	0	2	0
ENSMUSG00000002205	Vrk3	0	0	0	12	13	0
ENSMUSG00000002210	Smg9	36	0	3	0	0	7
ENSMUSG00000002221	Paxip1	0	3	4	16	32	4
ENSMUSG00000002222	Rmnd5a	0	1	16	0	0	49
ENSMUSG00000002227	Mov10	0	31	0	1	3	1
ENSMUSG00000002228	Ppm1j	0	0	0	0	0	0
ENSMUSG00000002233	Rhoc	0	0	7	0	0	10
ENSMUSG00000002240	Prr27	0	0	0	0	0	0
ENSMUSG00000002249	Tead3	0	0	0	0	0	0
ENSMUSG00000002250	Ppard	0	6	0	0	0	1
ENSMUSG00000002257	Def6	0	0	0	0	0	0
ENSMUSG00000002265	Peg3	11	638	61	69	92	141
ENSMUSG00000002266	Zim1	0	0	0	0	0	0
ENSMUSG00000002274	Metrn	2	0	7	0	0	16
ENSMUSG00000002279	Lmf1	0	133	6	0	0	26
ENSMUSG00000002280	Ciao3	7	35.587	2.394	0	0	4.734
ENSMUSG00000002289	Angptl4	0	0	0	0	0	0
ENSMUSG00000002297	Dbf4	0	0	0	0	0	0
ENSMUSG00000002307	Daxx	0	15	0	0	0	0
ENSMUSG00000002308	Cd320	149	0	7	0	0	11
ENSMUSG00000002319	Ipo4	0	0	0	22	24	1
ENSMUSG00000002320	Tm9sf1	0	185	13	17	22	36
ENSMUSG00000002324	Rec8	0	0	0	0	0	0
ENSMUSG00000002325	Irf9	0	0	0	37	45	0
ENSMUSG00000002326	Gmpr2	16	0	2	2	0	3
ENSMUSG00000002329	Mdp1	0	201	25	7	9	85
ENSMUSG00000002332	Dhrs1	0	912	47	35	43	95
ENSMUSG00000002341	Ncan	1	67	23	29	20	83
ENSMUSG00000002342	Tmem161a	1	0	0	0	0	1
ENSMUSG00000002343	Armc6	0	12.001	3	0	0	11
ENSMUSG00000002345	Borcs8	0	220	4	17	32	7
ENSMUSG00000002346	Slc25a42	0	0	0	10	18	2
ENSMUSG00000002365	Snx9	0	0	0	2	3	0
ENSMUSG00000002372	Ranbp3	0	491	8	34	35	16
ENSMUSG00000002379	Ndufa11	375	604.001	76	20	18	177
ENSMUSG00000002384	Bmp8b	0	0	0	0	0	0
ENSMUSG00000002393	Nr2f6	0	0	17.171	3	2	36.846
ENSMUSG00000002395	Use1	144	156	14	0	0	43
ENSMUSG00000002396	Ocel1	0	0	6.829	0	0	14.153
ENSMUSG00000002409	Dyrk1b	0	0	0	9	16	0
ENSMUSG00000002413	Braf	2	415	43	37.998	40.046	97.021
ENSMUSG00000002416	Ndufb2	54.999	307.999	80	8.002	20.953	204.978
ENSMUSG00000002428	Hltf	397	109	2	3	8	9
ENSMUSG00000002455	Prpf6	92	408	1	0	0	1
ENSMUSG00000002458	Rgs19	24	160	24	0	0	85
ENSMUSG00000002459	Rgs20	0	102	9	0	0	36
ENSMUSG00000002475	Abhd3	0	232	44	26	42	111
ENSMUSG00000002477	Snrpd1	152	347	32	4	7	59
ENSMUSG00000002486	Tchp	2	0	0	0	0	1
ENSMUSG00000002489	Tiam1	0	47	1	7	27	1
ENSMUSG00000002496	Tsc2	446.055	194.202	1	2.215	0	4.002
ENSMUSG00000002500	Rpl3l	0	0	0	0	0	0
ENSMUSG00000002504	Slc9a3r2	0	0	0	0	0	0
ENSMUSG00000002524	Puf60	14	655	12	61	44	31
ENSMUSG00000002546	Golga2	0	0	4	0	0	13
ENSMUSG00000002550	Uck1	0	169	3	64	54.001	3
ENSMUSG00000002565	Scin	0	0	0	0	0	0
ENSMUSG00000002578	Ikzf4	0	2	3	0	0	3
ENSMUSG00000002580	Mien1	270	178	60	47	44	115
ENSMUSG00000002588	Pon1	0	0	0	0	0	0
ENSMUSG00000002602	Axl	0	5	0	0	0	0
ENSMUSG00000002603	Tgfb1	0	0	0	0	0	0
ENSMUSG00000002608	Ccdc97	0	0	11	20	27	9
ENSMUSG00000002617	Zfp40	0	323	0	87	69	0
ENSMUSG00000002625	Akap8l	335.001	473	45	63	70.001	105
ENSMUSG00000002633	Shh	0	0	0	0	0	0
