gene_id	gene_name	X442_old_CA1_low	X466_old_SUB_low	T14_new_CA1_high	T14_new_CA1_low	T14_new_CA1_med	T15_new_CA1_low
ENSMUSG00000000555	Itga5	0	0	0	0	0	0
ENSMUSG00000000560	Gabra2	79.660834	17.410955	53.540993	111.859307	112.588779	47.347961
ENSMUSG00000000561	Wdr77	14.883059	9.710692	1.75866	46.17452	52.034734	1.455279
ENSMUSG00000000562	Adora3	0	0	0	0	0	0
ENSMUSG00000000563	Atp5f1	333.944815	819.587955	356.209061	153.111673	139.933118	391.629368
ENSMUSG00000000567	Sox9	225.988238	0.147978	33.458511	0	0	39.540458
ENSMUSG00000000568	Hnrnpd	1.173906	75.980753	40.238543	76.672143	72.736667	36.000596
ENSMUSG00000000579	Dynlt1c	0	0	0	0	0	0.61454
ENSMUSG00000000581	C1d	0	108.447485	27.524181	132.157149	136.80709	31.532149
ENSMUSG00000000594	Gm2a	0	0	38.984499	0	0	33.179326
ENSMUSG00000000600	Krit1	84.391237	10.396762	12.971622	184.549962	162.641044	18.469178
ENSMUSG00000000605	Clcn4	8.78906	112.551571	8.161529	122.891312	76.380901	9.146759
ENSMUSG00000000606	Vmn2r88	0	0	0	0	0	0
ENSMUSG00000000617	Grm6	0	0	0	0	0	0
ENSMUSG00000000627	Sema4f	0	0	25.213309	32.296304	39.632489	24.091931
ENSMUSG00000000628	Hk2	0	0	0	0	0	0
ENSMUSG00000000631	Myo18a	37.75923	30.316771	2.512158	39.053885	70.099888	2.065023
ENSMUSG00000000632	Sez6	10.530744	75.38239	4.748472	195.620985	232.257494	4.326668
ENSMUSG00000000673	Haao	0	0	0	0	0	0
ENSMUSG00000000682	Cd52	0	0	0	0	0	0
ENSMUSG00000000686	Abhd15	0	0	0	0	0	0
ENSMUSG00000000690	Hoxb6	0	0	0	0	0	0
ENSMUSG00000000693	Loxl3	0	0	0	0	0	0.920216
ENSMUSG00000000701	Tcl1b5	0	0	0	0	0	0
ENSMUSG00000000706	Btn1a1	0	0	0	0	0	0
ENSMUSG00000000708	Kat2b	0	0	0	0	0	0
ENSMUSG00000000711	Rab5b	14.342628	0	14.384304	0	0	13.206543
ENSMUSG00000000724	Cryba1	1.104541	0	0	0	0	0
ENSMUSG00000000730	Dnmt3l	0	0	0	0	0	0
ENSMUSG00000000731	Aire	0	0	0	0	0	0
ENSMUSG00000000732	Icosl	0	0	0	17.565508	33.13034	0
ENSMUSG00000000738	Spg7	0	0	107.07494	0	0	66.928982
ENSMUSG00000000739	Sult5a1	0	0.646628	0	0	0	0
ENSMUSG00000000740	Rpl13	848.254344	290.39776	1119.60968	927.370849	771.371369	1150.214524
ENSMUSG00000000743	Chmp1a	0	96.039413	39.455047	81.703834	44.02924	44.856163
ENSMUSG00000000751	Rpa1	0	69.228797	6.699753	0	0	8.808258
ENSMUSG00000000753	Serpinf1	0	0	0	0	0	0
ENSMUSG00000000759	Tubgcp3	0	19.098058	0	209.517221	196.779502	0
ENSMUSG00000000766	Oprm1	0	0	0	0	0	0
ENSMUSG00000000776	Polr3d	0	16.134033	0	0	0	0.7058
ENSMUSG00000000782	Tcf7	0.570749	0	0	0	0	0
ENSMUSG00000000787	Ddx3x	0	59.583625	43.623987	139.605711	130.596232	47.244127
ENSMUSG00000000791	Il12rb1	0	0	0	0	0	0
ENSMUSG00000000792	Slc5a5	0	78.650356	0	0	0	0
ENSMUSG00000000794	Kcnn3	0	25.845644	0.377361	0	0.558341	0.155005
ENSMUSG00000000804	Usp32	0	1.946798	11.169915	3.651266	1.322128	7.164699
ENSMUSG00000000805	Car4	0	0	0	193.925464	275.367157	0
ENSMUSG00000000811	Txnrd3	0	0	0	0	0	0
ENSMUSG00000000817	Fasl	0	0	0	0	0	0
ENSMUSG00000000823	Zfp512b	0	4.844886	1.187463	0	0.878428	0.75407
ENSMUSG00000000826	Dnajc5	23.264572	2.638484	37.250112	24.331228	24.860103	34.208817
ENSMUSG00000000827	Tpd52l2	0	7.757594	44.202537	53.931691	42.477246	45.250723
ENSMUSG00000000838	Fmr1	0	39.852947	76.042009	262.360174	283.589346	65.197948
ENSMUSG00000000861	Bcl11a	51.95764	39.717143	16.107485	63.666857	52.454995	20.107153
ENSMUSG00000000869	Il4	3.743409	0	8.866622	15.401878	13.042669	0
ENSMUSG00000000876	Pxmp4	0	0	0	0	0	0
ENSMUSG00000000881	Dlg3	0	15.921863	49.906708	64.559046	29.07233	45.802525
ENSMUSG00000000884	Gnb1l	0.763443	0.515744	0	0	0	0
ENSMUSG00000000889	Dbh	0	0	0	0	0	0
ENSMUSG00000000901	Mmp11	0	0	20.206905	0	0	0
ENSMUSG00000000902	Smarcb1	0.357223	0	64.591086	0	0	62.928657
ENSMUSG00000000903	Vpreb3	0	0	0	0	0	0
ENSMUSG00000000915	Hip1r	0.197929	0	0	5.081854	3.741987	0.211898
ENSMUSG00000000916	Nsun5	0	11.090382	25.549545	4.716036	19.997001	12.092015
ENSMUSG00000000934	Top1mt	0	0	14.382505	0	0	19.60043
ENSMUSG00000000938	Hoxa10	0	0	0	0	0	0
ENSMUSG00000000942	Hoxa4	0	0	0	0	0	0
ENSMUSG00000000948	Gm38393	1.039237	1.909045	0	29.562475	33.939517	0
ENSMUSG00000000957	Mmp14	0	0	2.555727	0	0	0
ENSMUSG00000000958	Slc7a7	0	0	0	0	0	0
ENSMUSG00000000959	Oxa1l	0	0	0	0	0	0
ENSMUSG00000000976	Heatr6	0	0	0	0	0	0
ENSMUSG00000000982	Ccl3	0	0	0	0	0	0
ENSMUSG00000000983	Wfdc18	0	0	0	0	0	0
ENSMUSG00000001014	Icam4	0	0	0	0	0	0
ENSMUSG00000001016	Ilf2	0	106.852316	18.345357	177.304971	145.647817	15.43182
ENSMUSG00000001017	Chtop	0	146.522644	65.897374	288.309321	203.948233	48.219508
ENSMUSG00000001018	Snapin	0	0	57.983159	0	33.72895	66.191318
ENSMUSG00000001020	S100a4	0	0	0	0	0	0
ENSMUSG00000001021	S100a3	0	0	0	0	0	0
ENSMUSG00000001023	S100a5	0	0	0	0	0	0
ENSMUSG00000001025	S100a6	0	0	149.687496	0	0	211.346036
ENSMUSG00000001027	Scn4a	0	0	0	0	0	0
ENSMUSG00000001029	Icam2	0	0	0	0	0	0
ENSMUSG00000001034	Mapk7	0	0	1.086127	0	0	5.408768
ENSMUSG00000001036	Epn2	93.355072	4.504145	13.754233	98.095954	94.959536	12.940719
ENSMUSG00000001039	B9d1	261.144977	116.830637	69.465328	94.423827	40.046234	52.7029
ENSMUSG00000001052	Sec24b	0	0	21.040675	8.137097	16.546302	36.013022
ENSMUSG00000001053	N4bp3	0	0	4.238678	0	0	8.836951
ENSMUSG00000001054	Rmnd5b	0	74.547485	70.947686	164.240714	147.217538	71.38209
ENSMUSG00000001056	Nhp2	0	72.623313	50.075968	230.106061	203.998245	23.50259
ENSMUSG00000001062	Vps9d1	6.876154	17.119279	30.278598	0	0	85.976173
ENSMUSG00000001065	Zfp276	0.641287	0	4.917339	0	0	17.922098
ENSMUSG00000001076	C1ql4	0	0	0	0	0	0
ENSMUSG00000001082	Mfsd10	140.213208	62.215586	8.206264	184.155635	243.519033	23.471822
ENSMUSG00000001089	Luzp1	0	368.905607	0.434558	0	0	0.893234
ENSMUSG00000001095	Slc13a2	0	0	0	0	0	0
ENSMUSG00000001098	Kctd10	0	67.19441	16.689914	25.044883	10.369696	17.937076
ENSMUSG00000001100	Poldip2	1.944992	4.442044	61.884014	46.34273	36.050637	89.098175
ENSMUSG00000001103	Sebox	0	0	0	0	0	0
ENSMUSG00000001105	Ift20	1.383709	157.055329	232.478629	202.357902	187.385145	162.840433
ENSMUSG00000001119	Col6a1	0	0	0	0	0	0
ENSMUSG00000001120	Pcbp3	0	49.214184	3.986515	97.035498	123.653108	3.352882
ENSMUSG00000001123	Lgals9	0	0	0	0	0	0
ENSMUSG00000001127	Araf	281.67821	219.191223	122.796881	115.774553	84.433659	110.378143
ENSMUSG00000001128	Cfp	0	0.411969	0	0	0	0
ENSMUSG00000001131	Timp1	0	0	0	0	0	0
ENSMUSG00000001134	Uxt	0	0	48.445693	0	0	53.182454
ENSMUSG00000001138	Cnnm3	0	0.116399	0.613232	0	0	0
ENSMUSG00000001143	Lman2l	0	1.357203	42.892099	174.156061	176.64824	46.644605
ENSMUSG00000001150	Mcm3ap	0	36.161989	18.600599	24.119907	96.610308	52.250405
ENSMUSG00000001151	Pcnt	0	0	2.995817	0	0	0
ENSMUSG00000001155	Ftcd	0	0	0	0	0	0
ENSMUSG00000001156	Mxd1	0	0	0	0	0	0
ENSMUSG00000001157	Gmcl1	2.032496	2.509794	16.706736	22.393432	11.905379	15.27944
ENSMUSG00000001158	Snrnp27	299.091908	220.959113	102.764808	197.069541	414.700281	93.570894
ENSMUSG00000001166	Oas1c	0	0	0	0	0	0
ENSMUSG00000001168	Oas1h	0	0	0	0	0	0
ENSMUSG00000001173	Ocrl	307.445109	28.180711	13.55772	0	0.896504	13.136374
ENSMUSG00000001175	Calm1	2026.134703	9061.255438	3432.421129	1819.586131	1714.766115	3444.502378
ENSMUSG00000001211	Agpat3	0	1.808153	34.962683	169.488925	150.083254	36.636342
ENSMUSG00000001225	Slc26a3	0	0	0	0	0	0
ENSMUSG00000001227	Sema6b	0	13.187453	8.659017	0	0	8.238467
ENSMUSG00000001228	Uhrf1	0	0	0	0	0	0
ENSMUSG00000001229	Dpp9	0	0	0	0	0	0
ENSMUSG00000001240	Ramp2	0	2.144861	27.550653	120.345906	91.251207	14.726664
ENSMUSG00000001247	Lsr	0	0	0	0	0	0
ENSMUSG00000001248	Gramd1a	104.681121	0	0	146.664728	168.403	0
ENSMUSG00000001249	Hpn	0	0	0	0	0	0
ENSMUSG00000001260	Gabrg1	0.283107	0	0	0	0	0
ENSMUSG00000001270	Ckb	1516.496421	1348.348918	1110.818555	663.874387	596.789328	1072.008775
ENSMUSG00000001280	Sp1	0	0	0	0	0	0
ENSMUSG00000001281	Itgb7	0	0	0	0	0	0
ENSMUSG00000001285	Myg1	0	324.456912	63.685531	63.9869	69.13777	27.63273
ENSMUSG00000001288	Rarg	0	0	0	71.079978	61.591961	0
ENSMUSG00000001289	Pfdn5	153.616238	280.285493	700.520311	295.632698	345.815741	647.366724
ENSMUSG00000001300	Efnb2	5.071483	18.992137	7.999637	0	0	7.699212
ENSMUSG00000001305	Rrp15	0	0	0	0	0	0
ENSMUSG00000001313	Rnd2	0	0	143.590289	0	0	143.538724
ENSMUSG00000001323	Srr	0	33.556546	28.671939	4.959218	3.88365	18.527063
ENSMUSG00000001333	Sync	0	0	2.823854	0	0	1.882684
ENSMUSG00000001334	Fndc5	14.155102	0.45659	28.670538	263.451416	215.589745	39.225888
ENSMUSG00000001348	Acp5	0	0	0	0	0	0
ENSMUSG00000001349	Cnn1	0	0	0	0	0	0
ENSMUSG00000001366	Fbxo9	0	263.904328	35.25555	0	0	49.060306
ENSMUSG00000001376	Vps50	55.249198	106.034994	38.608499	103.779671	119.143207	34.064007
ENSMUSG00000001380	Hars	0	251.705576	17.113973	243.394677	229.415612	5.017026
ENSMUSG00000001383	Zmat2	167.053902	21.138624	50.787032	220.231762	253.267598	51.457369
ENSMUSG00000001403	Ube2c	0	0	0	0	0	0
ENSMUSG00000001415	Smg5	7.312089	16.409196	14.813853	14.172422	29.85784	9.821211
ENSMUSG00000001416	Cct3	289.467218	203.102799	52.956496	38.188313	31.844305	47.828086
ENSMUSG00000001418	Glmp	0	63.209976	72.816162	0	0	38.248921
ENSMUSG00000001419	Mef2d	0.248766	24.711794	18.423853	15.288222	17.436112	19.768663
ENSMUSG00000001420	Tmem79	0	0	0	0	0	0
ENSMUSG00000001424	Snd1	0	37.052625	0.932912	124.360206	123.364402	1.158866
ENSMUSG00000001435	Col18a1	0	0	0	0	0	0
ENSMUSG00000001436	Slc19a1	0	0	0	0	0	0
ENSMUSG00000001440	Kpnb1	0	43.443304	37.641685	66.851766	77.173003	39.850665
ENSMUSG00000001441	Npepps	66.847976	102.279265	35.377471	155.156491	142.692051	45.49557
ENSMUSG00000001444	Tbx21	0	0	0	0	0	0
ENSMUSG00000001445	Mrpl10	0	86.594241	66.034061	0	0	76.01817
ENSMUSG00000001467	Cyp51	0	19.518197	0	0	0	0
ENSMUSG00000001472	Tcf25	0	130.292525	48.215935	429.383016	443.831733	69.721802
ENSMUSG00000001473	Tubb6	0	0	0	0	0	0
ENSMUSG00000001482	Def8	0	0	1.046054	0	0	0.433848
ENSMUSG00000001493	Meox1	0	0	0	0	0	0
ENSMUSG00000001494	Sost	0	0	0	0	0	0
ENSMUSG00000001496	Nkx2-1	0	0	0	0	0	0
ENSMUSG00000001497	Pax9	0	0	0	0	0	0
ENSMUSG00000001504	Irx2	0	0	1.262583	0	0	7.17923
ENSMUSG00000001506	Col1a1	0	0	0	0	0	0
ENSMUSG00000001507	Itga3	0	0	2.070688	0	0	0.569601
ENSMUSG00000001508	Sgca	0	0	0	0	0	0
ENSMUSG00000001510	Dlx3	0	0	0	0	0	0
ENSMUSG00000001517	Foxm1	0	0	0	0	0	0
ENSMUSG00000001518	Itfg2	0	0	0	332.422521	231.297532	0
ENSMUSG00000001520	Nrip2	0	0	4.828982	0	0	1.021693
ENSMUSG00000001521	Tulp3	2.666458	0	4.823271	0	0	5.165562
ENSMUSG00000001524	Gtf2h4	0	51.377799	2.070068	0	0	0
ENSMUSG00000001525	Tubb5	28.123397	154.71831	78.763259	164.690563	159.622842	85.810317
ENSMUSG00000001542	Ell2	51.993817	0	0	39.593389	35.744822	0.604561
ENSMUSG00000001552	Jup	2.785066	0	6.771365	0	0	6.560805
ENSMUSG00000001555	Fkbp10	0	0	0	0	0	0
ENSMUSG00000001558	Klhl10	0	0	0	0	0	0
ENSMUSG00000001566	Mnx1	0	0	0	0	0	0
ENSMUSG00000001569	Nom1	2.58069	0	11.882361	3.880311	6.530171	12.12572
ENSMUSG00000001576	Ergic1	0	0.301381	22.777487	0	0	36.906652
ENSMUSG00000001583	Tnk1	0	0	0	0	0	0
ENSMUSG00000001588	Acap1	0	0	0	0	0	0
ENSMUSG00000001604	Tcea3	0	0	0	0	0	0
ENSMUSG00000001622	Csn3	0	0	0	0	0	0
ENSMUSG00000001627	Ifrd1	15.778436	9.627675	72.005853	0	0	91.268886
ENSMUSG00000001630	Stk38l	0.595029	0.283051	0	44.973342	34.364654	0
ENSMUSG00000001632	Brpf1	23.401313	0.918996	13.223206	0	0	7.180837
ENSMUSG00000001642	Akr1b3	0	177.384002	94.105489	0	0	51.53433
ENSMUSG00000001655	Hoxc13	0	0	0	0	0	0
ENSMUSG00000001656	Hoxc11	0	0	0	0	0	0
ENSMUSG00000001657	Hoxc8	0.640969	0	0	0	0	0
ENSMUSG00000001661	Hoxc6	0	0	0	0	0	0
ENSMUSG00000001663	Gstt1	0	0	25.602863	73.963949	37.86069	20.293817
ENSMUSG00000001665	Gstt3	0	0	5.467271	0	0	9.93796
ENSMUSG00000001666	Ddt	0	91.236002	47.57283	0	0	62.607832
ENSMUSG00000001670	Tat	0	0	0	0	0	0
ENSMUSG00000001672	Marveld3	0	0	0	0	0	0
ENSMUSG00000001674	Ddx18	0	0	28.266668	210.903511	214.267649	32.913437
ENSMUSG00000001687	Ubl3	0	123.850697	83.847821	69.071576	56.200423	89.455482
ENSMUSG00000001700	Gramd3	0	0	0	0	0	0
ENSMUSG00000001707	Eef1e1	0	83.906	18.216999	94.578222	146.668514	35.750958
ENSMUSG00000001729	Akt1	0	39.023921	0	14.170448	21.826985	0.511347
ENSMUSG00000001739	Cldn15	0	0	0	0	0	0
ENSMUSG00000001741	Il16	0	0	3.079251	0	0	3.830244
ENSMUSG00000001750	Tcirg1	0	0	0	0	0	0
ENSMUSG00000001751	Naglu	0	0	0	0	0	0
ENSMUSG00000001755	Coasy	0	85.828775	15.798304	0	0	28.941631
ENSMUSG00000001761	Smo	0	0	0	0	0	0.707675
ENSMUSG00000001763	Tspan33	21.171906	48.028902	1.722953	0	0	0.72168
ENSMUSG00000001767	Crnkl1	0	0	0.948518	92.920665	51.590885	3.142715
ENSMUSG00000001768	Rin2	0	0	0	0	0	0
ENSMUSG00000001773	Folh1	0	0	0	96.341571	69.682661	0
ENSMUSG00000001774	Chordc1	170.133432	64.965131	23.827227	34.953248	29.990057	7.500391
ENSMUSG00000001783	Rtcb	0	111.916375	25.387172	27.983893	10.013061	34.721319
ENSMUSG00000001785	Pwp1	0	47.339724	0	2.126257	3.818725	0
ENSMUSG00000001786	Fbxo7	0	1.027568	21.11088	111.461798	99.49121	14.26529
ENSMUSG00000001794	Capns1	0	3.618868	97.050063	4.919924	9.125651	104.821436
ENSMUSG00000001802	Lrp3	1.152453	4.980774	27.138995	0	0	17.292703
ENSMUSG00000001804	Dsg4	0	0	0	0	0	0
ENSMUSG00000001815	Evx2	0	0	0	0	0	0
ENSMUSG00000001819	Hoxd13	0	0	0	0	0	0
ENSMUSG00000001823	Hoxd12	0	0	0	0	0	0
ENSMUSG00000001827	Folr1	0	0	62.019505	0	0	81.657093
ENSMUSG00000001829	Clpb	0	28.091977	12.294482	0	2.288347	11.475081
ENSMUSG00000001833	Sept7	295.327083	452.130409	288.397554	258.92617	222.401724	256.812488
ENSMUSG00000001844	Zdhhc4	0	0	27.754214	105.380493	113.222011	22.359736
ENSMUSG00000001847	Rac1	45.233824	526.40923	279.48781	31.144391	58.445524	259.560606
ENSMUSG00000001855	Nup214	216.998544	65.502595	0	0	0	0
ENSMUSG00000001864	Aif1l	0	0	2.099279	0	0	1.741432
ENSMUSG00000001865	Cpa3	0	0	0	0	0	0
ENSMUSG00000001870	Ltbp1	0.888987	0	0	0	0	0
ENSMUSG00000001891	Ugp2	0.703435	20.099709	68.018124	0	0	49.399365
ENSMUSG00000001901	Kcnh6	0	15.104961	0	0	0	0
ENSMUSG00000001909	Trmt1	54.146511	133.891869	0	89.987909	167.241758	0
ENSMUSG00000001910	Nacc1	0	0.842702	3.694316	0	0	2.745736
ENSMUSG00000001911	Nfix	0	41.236514	150.181063	118.341541	98.881249	95.759952
ENSMUSG00000001918	Slc1a5	0	0	1.19414	0	0	0
ENSMUSG00000001924	Uba1	0	108.616893	11.947866	6.530353	4.713577	13.49575
ENSMUSG00000001930	Vwf	0	0	0	0	0	0
ENSMUSG00000001942	Siae	0	0	0.681178	0	0	0
ENSMUSG00000001943	Vsig2	0	0	0	0	0	0
ENSMUSG00000001946	Esam	0	0	1.83884	0	0	0
ENSMUSG00000001948	Spa17	0	78.210253	55.443271	0	0	49.526707
ENSMUSG00000001962	Fam50a	0	76.422104	5.175902	0	0	3.293738
ENSMUSG00000001964	Emd	0	0.53978	0	0	9.736894	0
ENSMUSG00000001983	Taco1	0	0	0	0	0	0
ENSMUSG00000001985	Grik3	0	0	0.349016	0	0	1.289734
ENSMUSG00000001986	Gria3	248.310394	73.067109	60.108822	64.257499	92.560538	43.431797
ENSMUSG00000001988	Npas1	0	0	0	0	0	0
ENSMUSG00000001995	Sipa1l2	0	0	6.712572	0	0	6.903298
ENSMUSG00000001998	Ap4e1	0	10.047801	0	0	0	0
ENSMUSG00000001999	Blvra	0	95.474293	47.501453	64.170039	127.298508	31.375614
ENSMUSG00000002006	Pdzd4	0	1.532169	1.787926	0	0	2.589668
ENSMUSG00000002007	Srpk3	0	0	0	0	0	0
ENSMUSG00000002010	Idh3g	220.463307	185.76346	211.139772	1050.864976	1079.772101	214.138939
ENSMUSG00000002012	Pnck	0	0	39.074393	588.80632	497.41849	26.053342
ENSMUSG00000002014	Ssr4	115.096359	340.66355	68.244721	1016.31375	1141.694791	82.983735
ENSMUSG00000002015	Bcap31	0	189.469004	117.171383	186.078275	173.239804	98.753477
ENSMUSG00000002017	Fam98a	0	0	0	0	0	0
ENSMUSG00000002020	Ltbp2	0	0	0	0	0	0
ENSMUSG00000002028	Kmt2a	13.990442	28.55536	4.142591	57.154969	55.977267	3.239739
ENSMUSG00000002031	Ift46	0	0	57.659521	132.338446	156.90499	82.405432
ENSMUSG00000002032	Tmem25	102.879045	1.303968	2.723974	0	0	3.071847
ENSMUSG00000002033	Cd3g	0	0	0	0	0	0
ENSMUSG00000002043	Trappc6a	287.784879	102.944283	0	107.083909	69.565377	0
ENSMUSG00000002052	Supt6	17.441865	41.400241	5.862372	0	0	8.744138
ENSMUSG00000002055	Spag5	0	3.291406	0	0	0	0
ENSMUSG00000002057	Foxn1	0	0	0	0	0	0
ENSMUSG00000002058	Unc119	0	0	8.135144	54.320346	32.077114	17.288034
ENSMUSG00000002059	Rab34	0	0	34.953014	131.331966	124.800464	12.739477
ENSMUSG00000002064	Sdf2	0	100.57695	48.73175	0	0	37.856148
ENSMUSG00000002068	Ccne1	0	0	0	0	0	0
ENSMUSG00000002076	Hsf2bp	0	0	0	0	0	0
ENSMUSG00000002083	Bbc3	0	0	0	40.851831	47.693753	0
ENSMUSG00000002100	Mybpc3	0	0	0	0	0	0
ENSMUSG00000002102	Psmc3	0	309.50345	23.452528	240.700408	245.93625	37.733658
